A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/1.html.
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/1.html applies to these and all data available from the Mission China air quality monitoring program.

Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,2010-01-03 10:00,2010,1,3,10,98,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-03 11:00,2010,1,3,11,107,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-03 12:00,2010,1,3,12,90,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-03 13:00,2010,1,3,13,96,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-03 14:00,2010,1,3,14,95,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-03 15:00,2010,1,3,15,86,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-03 16:00,2010,1,3,16,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-03 17:00,2010,1,3,17,61,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-03 18:00,2010,1,3,18,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-03 19:00,2010,1,3,19,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-03 20:00,2010,1,3,20,72,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-03 21:00,2010,1,3,21,76,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-03 22:00,2010,1,3,22,73,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-03 23:00,2010,1,3,23,79,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-04 00:00,2010,1,4,0,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-04 01:00,2010,1,4,1,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-04 02:00,2010,1,4,2,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-04 03:00,2010,1,4,3,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-04 04:00,2010,1,4,4,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-04 05:00,2010,1,4,5,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-04 06:00,2010,1,4,6,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-04 07:00,2010,1,4,7,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-04 08:00,2010,1,4,8,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-04 09:00,2010,1,4,9,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-04 10:00,2010,1,4,10,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-04 11:00,2010,1,4,11,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-04 12:00,2010,1,4,12,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-04 13:00,2010,1,4,13,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-04 14:00,2010,1,4,14,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-04 15:00,2010,1,4,15,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-04 16:00,2010,1,4,16,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-04 17:00,2010,1,4,17,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-04 18:00,2010,1,4,18,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-04 19:00,2010,1,4,19,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-04 20:00,2010,1,4,20,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-04 21:00,2010,1,4,21,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-04 22:00,2010,1,4,22,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-04 23:00,2010,1,4,23,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-05 00:00,2010,1,5,0,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-05 01:00,2010,1,5,1,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-05 02:00,2010,1,5,2,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-05 03:00,2010,1,5,3,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-05 04:00,2010,1,5,4,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-05 05:00,2010,1,5,5,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-05 06:00,2010,1,5,6,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-05 07:00,2010,1,5,7,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-05 08:00,2010,1,5,8,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-05 09:00,2010,1,5,9,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-05 10:00,2010,1,5,10,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-05 11:00,2010,1,5,11,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-05 12:00,2010,1,5,12,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-05 13:00,2010,1,5,13,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-05 14:00,2010,1,5,14,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-05 15:00,2010,1,5,15,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-05 16:00,2010,1,5,16,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-05 17:00,2010,1,5,17,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-05 18:00,2010,1,5,18,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-05 19:00,2010,1,5,19,84,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-05 20:00,2010,1,5,20,106,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-05 21:00,2010,1,5,21,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-05 22:00,2010,1,5,22,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-05 23:00,2010,1,5,23,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-06 00:00,2010,1,6,0,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-06 01:00,2010,1,6,1,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-06 02:00,2010,1,6,2,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-06 03:00,2010,1,6,3,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-06 04:00,2010,1,6,4,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-06 05:00,2010,1,6,5,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-06 06:00,2010,1,6,6,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-06 07:00,2010,1,6,7,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-06 08:00,2010,1,6,8,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-06 09:00,2010,1,6,9,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-06 10:00,2010,1,6,10,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-06 11:00,2010,1,6,11,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-06 12:00,2010,1,6,12,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-06 13:00,2010,1,6,13,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-06 14:00,2010,1,6,14,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-06 15:00,2010,1,6,15,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-06 16:00,2010,1,6,16,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-06 17:00,2010,1,6,17,96,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-06 18:00,2010,1,6,18,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-06 19:00,2010,1,6,19,105,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-06 20:00,2010,1,6,20,132,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-06 21:00,2010,1,6,21,93,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-06 22:00,2010,1,6,22,131,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-06 23:00,2010,1,6,23,127,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-07 00:00,2010,1,7,0,130,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-07 01:00,2010,1,7,1,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-07 02:00,2010,1,7,2,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-07 03:00,2010,1,7,3,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-07 04:00,2010,1,7,4,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-07 05:00,2010,1,7,5,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-07 06:00,2010,1,7,6,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-07 07:00,2010,1,7,7,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-07 08:00,2010,1,7,8,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-07 09:00,2010,1,7,9,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-07 10:00,2010,1,7,10,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-07 11:00,2010,1,7,11,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-07 12:00,2010,1,7,12,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-07 13:00,2010,1,7,13,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-07 14:00,2010,1,7,14,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-07 15:00,2010,1,7,15,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-07 16:00,2010,1,7,16,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-07 17:00,2010,1,7,17,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-07 18:00,2010,1,7,18,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-07 19:00,2010,1,7,19,106,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-07 20:00,2010,1,7,20,159,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-07 21:00,2010,1,7,21,198,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-07 22:00,2010,1,7,22,190,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-07 23:00,2010,1,7,23,210,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-08 00:00,2010,1,8,0,195,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-08 01:00,2010,1,8,1,275,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-08 02:00,2010,1,8,2,164,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-08 03:00,2010,1,8,3,110,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-08 04:00,2010,1,8,4,100,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-08 05:00,2010,1,8,5,81,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-08 06:00,2010,1,8,6,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-08 07:00,2010,1,8,7,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-08 08:00,2010,1,8,8,92,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-08 09:00,2010,1,8,9,135,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-08 10:00,2010,1,8,10,155,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-08 11:00,2010,1,8,11,198,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-08 12:00,2010,1,8,12,250,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-08 13:00,2010,1,8,13,200,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-08 14:00,2010,1,8,14,231,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-08 15:00,2010,1,8,15,250,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-08 16:00,2010,1,8,16,212,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-08 17:00,2010,1,8,17,219,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-08 18:00,2010,1,8,18,227,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-08 19:00,2010,1,8,19,226,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-08 20:00,2010,1,8,20,225,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-08 21:00,2010,1,8,21,168,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-08 22:00,2010,1,8,22,169,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-08 23:00,2010,1,8,23,165,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-09 00:00,2010,1,9,0,159,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-09 01:00,2010,1,9,1,167,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-09 02:00,2010,1,9,2,196,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-09 03:00,2010,1,9,3,169,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-09 04:00,2010,1,9,4,155,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-09 05:00,2010,1,9,5,119,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-09 06:00,2010,1,9,6,106,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-09 07:00,2010,1,9,7,93,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-09 08:00,2010,1,9,8,84,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-09 09:00,2010,1,9,9,73,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-09 10:00,2010,1,9,10,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-09 11:00,2010,1,9,11,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-09 12:00,2010,1,9,12,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-09 13:00,2010,1,9,13,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-09 14:00,2010,1,9,14,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-09 15:00,2010,1,9,15,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-09 16:00,2010,1,9,16,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-09 17:00,2010,1,9,17,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-09 18:00,2010,1,9,18,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-09 19:00,2010,1,9,19,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-09 20:00,2010,1,9,20,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-09 21:00,2010,1,9,21,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-09 22:00,2010,1,9,22,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-09 23:00,2010,1,9,23,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-10 00:00,2010,1,10,0,82,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-10 01:00,2010,1,10,1,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-10 02:00,2010,1,10,2,83,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-10 03:00,2010,1,10,3,62,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-10 04:00,2010,1,10,4,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-10 05:00,2010,1,10,5,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-10 06:00,2010,1,10,6,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-10 07:00,2010,1,10,7,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-10 08:00,2010,1,10,8,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-10 09:00,2010,1,10,9,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-10 10:00,2010,1,10,10,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-10 11:00,2010,1,10,11,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-10 12:00,2010,1,10,12,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-10 13:00,2010,1,10,13,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-10 14:00,2010,1,10,14,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-10 15:00,2010,1,10,15,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-10 16:00,2010,1,10,16,88,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-10 17:00,2010,1,10,17,84,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-10 18:00,2010,1,10,18,83,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-10 19:00,2010,1,10,19,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-10 20:00,2010,1,10,20,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-10 21:00,2010,1,10,21,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-10 22:00,2010,1,10,22,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-10 23:00,2010,1,10,23,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-11 00:00,2010,1,11,0,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-11 01:00,2010,1,11,1,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-11 02:00,2010,1,11,2,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-11 03:00,2010,1,11,3,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-11 04:00,2010,1,11,4,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-11 05:00,2010,1,11,5,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-11 06:00,2010,1,11,6,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-11 07:00,2010,1,11,7,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-11 08:00,2010,1,11,8,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-11 09:00,2010,1,11,9,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-11 10:00,2010,1,11,10,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-11 11:00,2010,1,11,11,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-11 12:00,2010,1,11,12,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-11 13:00,2010,1,11,13,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-11 14:00,2010,1,11,14,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-11 15:00,2010,1,11,15,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-11 16:00,2010,1,11,16,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-11 17:00,2010,1,11,17,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-11 18:00,2010,1,11,18,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-11 19:00,2010,1,11,19,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-11 20:00,2010,1,11,20,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-11 21:00,2010,1,11,21,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-11 22:00,2010,1,11,22,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-11 23:00,2010,1,11,23,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-12 00:00,2010,1,12,0,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-12 01:00,2010,1,12,1,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-12 02:00,2010,1,12,2,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-12 03:00,2010,1,12,3,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-12 04:00,2010,1,12,4,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-12 05:00,2010,1,12,5,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-12 06:00,2010,1,12,6,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-12 07:00,2010,1,12,7,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-12 08:00,2010,1,12,8,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-12 09:00,2010,1,12,9,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-12 10:00,2010,1,12,10,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-12 11:00,2010,1,12,11,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-12 12:00,2010,1,12,12,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-12 13:00,2010,1,12,13,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,2010-01-12 14:00,2010,1,12,14,22,µg/m³,1 Hr,Valid
