A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/1.html.
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/1.html applies to these and all data available from the Mission China air quality monitoring program.

Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,2009-01-05 13:00,2009,1,5,13,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-05 14:00,2009,1,5,14,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-05 15:00,2009,1,5,15,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-05 16:00,2009,1,5,16,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-05 17:00,2009,1,5,17,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-05 18:00,2009,1,5,18,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-05 19:00,2009,1,5,19,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-05 20:00,2009,1,5,20,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-05 21:00,2009,1,5,21,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-05 22:00,2009,1,5,22,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-05 23:00,2009,1,5,23,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-06 00:00,2009,1,6,0,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-06 01:00,2009,1,6,1,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-06 02:00,2009,1,6,2,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-06 03:00,2009,1,6,3,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-06 04:00,2009,1,6,4,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-06 05:00,2009,1,6,5,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-06 06:00,2009,1,6,6,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-06 07:00,2009,1,6,7,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-06 08:00,2009,1,6,8,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-06 09:00,2009,1,6,9,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-06 10:00,2009,1,6,10,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-06 11:00,2009,1,6,11,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-06 12:00,2009,1,6,12,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-06 13:00,2009,1,6,13,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-06 14:00,2009,1,6,14,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-06 15:00,2009,1,6,15,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-06 16:00,2009,1,6,16,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-06 17:00,2009,1,6,17,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-06 18:00,2009,1,6,18,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-06 19:00,2009,1,6,19,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-06 20:00,2009,1,6,20,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-06 21:00,2009,1,6,21,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-06 22:00,2009,1,6,22,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-06 23:00,2009,1,6,23,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-07 00:00,2009,1,7,0,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-07 01:00,2009,1,7,1,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-07 02:00,2009,1,7,2,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-07 03:00,2009,1,7,3,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-07 04:00,2009,1,7,4,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-07 05:00,2009,1,7,5,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-07 06:00,2009,1,7,6,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-07 07:00,2009,1,7,7,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-07 08:00,2009,1,7,8,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-07 09:00,2009,1,7,9,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-07 10:00,2009,1,7,10,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-07 11:00,2009,1,7,11,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-07 12:00,2009,1,7,12,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-07 13:00,2009,1,7,13,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-07 14:00,2009,1,7,14,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-07 15:00,2009,1,7,15,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-07 16:00,2009,1,7,16,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-07 17:00,2009,1,7,17,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-07 18:00,2009,1,7,18,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-07 19:00,2009,1,7,19,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-07 20:00,2009,1,7,20,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-07 21:00,2009,1,7,21,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-07 22:00,2009,1,7,22,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-07 23:00,2009,1,7,23,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-08 00:00,2009,1,8,0,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-08 01:00,2009,1,8,1,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-08 02:00,2009,1,8,2,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-08 03:00,2009,1,8,3,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-08 04:00,2009,1,8,4,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-08 05:00,2009,1,8,5,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-08 06:00,2009,1,8,6,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-08 07:00,2009,1,8,7,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-08 08:00,2009,1,8,8,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-08 09:00,2009,1,8,9,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-08 10:00,2009,1,8,10,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-08 11:00,2009,1,8,11,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-08 12:00,2009,1,8,12,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-08 13:00,2009,1,8,13,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-08 14:00,2009,1,8,14,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-08 15:00,2009,1,8,15,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-08 16:00,2009,1,8,16,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-08 17:00,2009,1,8,17,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-08 18:00,2009,1,8,18,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-08 19:00,2009,1,8,19,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-08 20:00,2009,1,8,20,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-08 21:00,2009,1,8,21,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-08 22:00,2009,1,8,22,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-08 23:00,2009,1,8,23,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-09 00:00,2009,1,9,0,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-09 01:00,2009,1,9,1,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-09 02:00,2009,1,9,2,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-09 03:00,2009,1,9,3,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-09 04:00,2009,1,9,4,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-09 05:00,2009,1,9,5,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-09 06:00,2009,1,9,6,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-09 07:00,2009,1,9,7,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-09 08:00,2009,1,9,8,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-09 09:00,2009,1,9,9,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-09 10:00,2009,1,9,10,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-09 11:00,2009,1,9,11,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-09 12:00,2009,1,9,12,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-09 13:00,2009,1,9,13,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-09 14:00,2009,1,9,14,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-09 15:00,2009,1,9,15,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-09 16:00,2009,1,9,16,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-09 17:00,2009,1,9,17,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-09 18:00,2009,1,9,18,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-09 19:00,2009,1,9,19,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-09 20:00,2009,1,9,20,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-09 21:00,2009,1,9,21,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-09 22:00,2009,1,9,22,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-09 23:00,2009,1,9,23,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-10 00:00,2009,1,10,0,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-10 01:00,2009,1,10,1,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-10 02:00,2009,1,10,2,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-10 03:00,2009,1,10,3,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-10 04:00,2009,1,10,4,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-10 05:00,2009,1,10,5,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-10 06:00,2009,1,10,6,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-10 07:00,2009,1,10,7,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-10 08:00,2009,1,10,8,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-10 09:00,2009,1,10,9,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-10 10:00,2009,1,10,10,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-10 11:00,2009,1,10,11,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-10 12:00,2009,1,10,12,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-10 13:00,2009,1,10,13,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-10 14:00,2009,1,10,14,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-10 15:00,2009,1,10,15,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-10 16:00,2009,1,10,16,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-10 17:00,2009,1,10,17,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-10 18:00,2009,1,10,18,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-10 19:00,2009,1,10,19,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-10 20:00,2009,1,10,20,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-10 21:00,2009,1,10,21,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-10 22:00,2009,1,10,22,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-10 23:00,2009,1,10,23,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-11 00:00,2009,1,11,0,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-11 01:00,2009,1,11,1,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-11 02:00,2009,1,11,2,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-11 03:00,2009,1,11,3,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-11 04:00,2009,1,11,4,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-11 05:00,2009,1,11,5,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-11 06:00,2009,1,11,6,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-11 07:00,2009,1,11,7,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-11 08:00,2009,1,11,8,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-11 09:00,2009,1,11,9,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-11 10:00,2009,1,11,10,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-11 11:00,2009,1,11,11,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-11 12:00,2009,1,11,12,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-11 13:00,2009,1,11,13,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-11 14:00,2009,1,11,14,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-11 15:00,2009,1,11,15,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-11 16:00,2009,1,11,16,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-11 17:00,2009,1,11,17,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-11 18:00,2009,1,11,18,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-11 19:00,2009,1,11,19,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-11 20:00,2009,1,11,20,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-11 21:00,2009,1,11,21,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-11 22:00,2009,1,11,22,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-11 23:00,2009,1,11,23,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-12 00:00,2009,1,12,0,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-12 01:00,2009,1,12,1,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-12 02:00,2009,1,12,2,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-12 03:00,2009,1,12,3,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-12 04:00,2009,1,12,4,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-12 05:00,2009,1,12,5,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-12 06:00,2009,1,12,6,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-12 07:00,2009,1,12,7,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-12 08:00,2009,1,12,8,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2009-01-12 09:00,2009,1,12,9,-999,µg/m³,1 Hr,Missing
