A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/1.html.
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/1.html applies to these and all data available from the Mission China air quality monitoring program.

Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,2014-01-02 08:00,2014,1,2,8,114,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-02 09:00,2014,1,2,9,108,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-02 10:00,2014,1,2,10,102,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-02 11:00,2014,1,2,11,95,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-02 12:00,2014,1,2,12,127,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-02 13:00,2014,1,2,13,125,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-02 14:00,2014,1,2,14,128,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-02 15:00,2014,1,2,15,146,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-02 16:00,2014,1,2,16,165,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-02 17:00,2014,1,2,17,173,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-02 18:00,2014,1,2,18,195,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-02 19:00,2014,1,2,19,239,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-02 20:00,2014,1,2,20,232,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-02 21:00,2014,1,2,21,242,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-02 22:00,2014,1,2,22,269,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-02 23:00,2014,1,2,23,264,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-03 00:00,2014,1,3,0,220,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-03 01:00,2014,1,3,1,146,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-03 02:00,2014,1,3,2,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-03 03:00,2014,1,3,3,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-03 04:00,2014,1,3,4,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-03 05:00,2014,1,3,5,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-03 06:00,2014,1,3,6,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-03 07:00,2014,1,3,7,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-03 08:00,2014,1,3,8,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-03 09:00,2014,1,3,9,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-03 10:00,2014,1,3,10,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-03 11:00,2014,1,3,11,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-03 12:00,2014,1,3,12,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-03 13:00,2014,1,3,13,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-03 14:00,2014,1,3,14,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-03 15:00,2014,1,3,15,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-03 16:00,2014,1,3,16,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-03 17:00,2014,1,3,17,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-03 18:00,2014,1,3,18,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-03 19:00,2014,1,3,19,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-03 20:00,2014,1,3,20,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-03 21:00,2014,1,3,21,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-03 22:00,2014,1,3,22,103,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-03 23:00,2014,1,3,23,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-04 00:00,2014,1,4,0,86,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-04 01:00,2014,1,4,1,89,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-04 02:00,2014,1,4,2,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-04 03:00,2014,1,4,3,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-04 04:00,2014,1,4,4,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-04 05:00,2014,1,4,5,80,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-04 06:00,2014,1,4,6,86,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-04 07:00,2014,1,4,7,95,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-04 08:00,2014,1,4,8,101,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-04 09:00,2014,1,4,9,132,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-04 10:00,2014,1,4,10,153,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-04 11:00,2014,1,4,11,173,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-04 12:00,2014,1,4,12,178,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-04 13:00,2014,1,4,13,176,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-04 14:00,2014,1,4,14,209,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-04 15:00,2014,1,4,15,219,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-04 16:00,2014,1,4,16,224,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-04 17:00,2014,1,4,17,212,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-04 18:00,2014,1,4,18,221,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-04 19:00,2014,1,4,19,221,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-04 20:00,2014,1,4,20,217,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-04 21:00,2014,1,4,21,203,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-04 22:00,2014,1,4,22,221,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-04 23:00,2014,1,4,23,192,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-05 00:00,2014,1,5,0,183,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-05 01:00,2014,1,5,1,175,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-05 02:00,2014,1,5,2,177,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-05 03:00,2014,1,5,3,183,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-05 04:00,2014,1,5,4,155,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-05 05:00,2014,1,5,5,151,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-05 06:00,2014,1,5,6,137,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-05 07:00,2014,1,5,7,109,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-05 08:00,2014,1,5,8,140,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-05 09:00,2014,1,5,9,117,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-05 10:00,2014,1,5,10,128,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-05 11:00,2014,1,5,11,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-05 12:00,2014,1,5,12,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-05 13:00,2014,1,5,13,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-05 14:00,2014,1,5,14,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-05 15:00,2014,1,5,15,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-05 16:00,2014,1,5,16,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-05 17:00,2014,1,5,17,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-05 18:00,2014,1,5,18,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-05 19:00,2014,1,5,19,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-05 20:00,2014,1,5,20,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-05 21:00,2014,1,5,21,112,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-05 22:00,2014,1,5,22,125,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-05 23:00,2014,1,5,23,128,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-06 00:00,2014,1,6,0,126,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-06 01:00,2014,1,6,1,153,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-06 02:00,2014,1,6,2,157,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-06 03:00,2014,1,6,3,144,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-06 04:00,2014,1,6,4,138,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-06 05:00,2014,1,6,5,128,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-06 06:00,2014,1,6,6,126,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-06 07:00,2014,1,6,7,126,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-06 08:00,2014,1,6,8,159,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-06 09:00,2014,1,6,9,149,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-06 10:00,2014,1,6,10,123,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-06 11:00,2014,1,6,11,150,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-06 12:00,2014,1,6,12,146,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-06 13:00,2014,1,6,13,145,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-06 14:00,2014,1,6,14,160,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-06 15:00,2014,1,6,15,148,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-06 16:00,2014,1,6,16,156,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-06 17:00,2014,1,6,17,158,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-06 18:00,2014,1,6,18,167,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-06 19:00,2014,1,6,19,171,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-06 20:00,2014,1,6,20,177,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-06 21:00,2014,1,6,21,185,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-06 22:00,2014,1,6,22,201,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-06 23:00,2014,1,6,23,217,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-07 00:00,2014,1,7,0,208,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-07 01:00,2014,1,7,1,204,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-07 02:00,2014,1,7,2,213,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-07 03:00,2014,1,7,3,256,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-07 04:00,2014,1,7,4,211,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-07 05:00,2014,1,7,5,203,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-07 06:00,2014,1,7,6,212,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-07 07:00,2014,1,7,7,205,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-07 08:00,2014,1,7,8,196,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-07 09:00,2014,1,7,9,182,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-07 10:00,2014,1,7,10,124,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-07 11:00,2014,1,7,11,102,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-07 12:00,2014,1,7,12,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-07 13:00,2014,1,7,13,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-07 14:00,2014,1,7,14,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-07 15:00,2014,1,7,15,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-07 16:00,2014,1,7,16,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-07 17:00,2014,1,7,17,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-07 18:00,2014,1,7,18,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-07 19:00,2014,1,7,19,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-07 20:00,2014,1,7,20,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-07 21:00,2014,1,7,21,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-07 22:00,2014,1,7,22,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-07 23:00,2014,1,7,23,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-08 00:00,2014,1,8,0,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-08 01:00,2014,1,8,1,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-08 02:00,2014,1,8,2,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-08 03:00,2014,1,8,3,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-08 04:00,2014,1,8,4,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-08 05:00,2014,1,8,5,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-08 06:00,2014,1,8,6,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-08 07:00,2014,1,8,7,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-08 08:00,2014,1,8,8,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-08 09:00,2014,1,8,9,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-08 10:00,2014,1,8,10,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-08 11:00,2014,1,8,11,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-08 12:00,2014,1,8,12,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-08 13:00,2014,1,8,13,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-08 14:00,2014,1,8,14,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-08 15:00,2014,1,8,15,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-08 16:00,2014,1,8,16,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-08 17:00,2014,1,8,17,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-08 18:00,2014,1,8,18,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-08 19:00,2014,1,8,19,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-08 20:00,2014,1,8,20,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-08 21:00,2014,1,8,21,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-08 22:00,2014,1,8,22,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-08 23:00,2014,1,8,23,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-09 00:00,2014,1,9,0,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-09 01:00,2014,1,9,1,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-09 02:00,2014,1,9,2,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-09 03:00,2014,1,9,3,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-09 04:00,2014,1,9,4,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-09 05:00,2014,1,9,5,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-09 06:00,2014,1,9,6,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-09 07:00,2014,1,9,7,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-09 08:00,2014,1,9,8,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-09 09:00,2014,1,9,9,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-09 10:00,2014,1,9,10,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-09 11:00,2014,1,9,11,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-09 12:00,2014,1,9,12,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-09 13:00,2014,1,9,13,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-09 14:00,2014,1,9,14,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-09 15:00,2014,1,9,15,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-09 16:00,2014,1,9,16,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-09 17:00,2014,1,9,17,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-09 18:00,2014,1,9,18,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-09 19:00,2014,1,9,19,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-09 20:00,2014,1,9,20,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-09 21:00,2014,1,9,21,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-09 22:00,2014,1,9,22,73,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-09 23:00,2014,1,9,23,83,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-10 00:00,2014,1,10,0,81,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-10 01:00,2014,1,10,1,91,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-10 02:00,2014,1,10,2,104,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-10 03:00,2014,1,10,3,88,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-10 04:00,2014,1,10,4,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-10 05:00,2014,1,10,5,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-10 06:00,2014,1,10,6,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-10 07:00,2014,1,10,7,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-10 08:00,2014,1,10,8,61,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-10 09:00,2014,1,10,9,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-10 10:00,2014,1,10,10,61,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-10 11:00,2014,1,10,11,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-10 12:00,2014,1,10,12,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-10 13:00,2014,1,10,13,63,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-10 14:00,2014,1,10,14,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-10 15:00,2014,1,10,15,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-10 16:00,2014,1,10,16,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-10 17:00,2014,1,10,17,87,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-10 18:00,2014,1,10,18,127,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-10 19:00,2014,1,10,19,126,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-10 20:00,2014,1,10,20,126,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-10 21:00,2014,1,10,21,106,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-10 22:00,2014,1,10,22,104,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-10 23:00,2014,1,10,23,118,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-11 00:00,2014,1,11,0,141,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-11 01:00,2014,1,11,1,199,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-11 02:00,2014,1,11,2,262,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-11 03:00,2014,1,11,3,234,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-11 04:00,2014,1,11,4,221,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-11 05:00,2014,1,11,5,177,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-11 06:00,2014,1,11,6,135,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-11 07:00,2014,1,11,7,108,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-11 08:00,2014,1,11,8,97,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-11 09:00,2014,1,11,9,87,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-11 10:00,2014,1,11,10,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-11 11:00,2014,1,11,11,81,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-11 12:00,2014,1,11,12,82,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-11 13:00,2014,1,11,13,81,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-11 14:00,2014,1,11,14,111,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-11 15:00,2014,1,11,15,143,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-11 16:00,2014,1,11,16,153,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-11 17:00,2014,1,11,17,189,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-11 18:00,2014,1,11,18,244,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-11 19:00,2014,1,11,19,273,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-11 20:00,2014,1,11,20,218,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-11 21:00,2014,1,11,21,227,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-11 22:00,2014,1,11,22,95,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-11 23:00,2014,1,11,23,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-12 00:00,2014,1,12,0,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2014-01-12 01:00,2014,1,12,1,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2014-01-12 02:00,2014,1,12,2,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2014-01-12 03:00,2014,1,12,3,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2014-01-12 04:00,2014,1,12,4,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2014-01-12 05:00,2014,1,12,5,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-12 06:00,2014,1,12,6,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-12 07:00,2014,1,12,7,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-12 08:00,2014,1,12,8,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-12 09:00,2014,1,12,9,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-12 10:00,2014,1,12,10,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-12 11:00,2014,1,12,11,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-12 12:00,2014,1,12,12,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-12 13:00,2014,1,12,13,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2014-01-12 14:00,2014,1,12,14,12,µg/m³,1 Hr,Valid
