A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/1.html.
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/1.html applies to these and all data available from the Mission China air quality monitoring program.

Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,2011-01-02 16:00,2011,1,2,16,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-02 17:00,2011,1,2,17,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-02 18:00,2011,1,2,18,63,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-02 19:00,2011,1,2,19,72,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-02 20:00,2011,1,2,20,76,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-02 21:00,2011,1,2,21,76,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-02 22:00,2011,1,2,22,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-02 23:00,2011,1,2,23,65,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-03 00:00,2011,1,3,0,78,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-03 01:00,2011,1,3,1,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-03 02:00,2011,1,3,2,143,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-03 03:00,2011,1,3,3,181,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-03 04:00,2011,1,3,4,188,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-03 05:00,2011,1,3,5,167,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-03 06:00,2011,1,3,6,173,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-03 07:00,2011,1,3,7,155,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-03 08:00,2011,1,3,8,124,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-03 09:00,2011,1,3,9,105,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-03 10:00,2011,1,3,10,87,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-03 11:00,2011,1,3,11,93,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-03 12:00,2011,1,3,12,134,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-03 13:00,2011,1,3,13,164,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-03 14:00,2011,1,3,14,180,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-03 15:00,2011,1,3,15,184,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-03 16:00,2011,1,3,16,175,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-03 17:00,2011,1,3,17,188,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-03 18:00,2011,1,3,18,255,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-03 19:00,2011,1,3,19,286,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-03 20:00,2011,1,3,20,225,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-03 21:00,2011,1,3,21,234,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-03 22:00,2011,1,3,22,226,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-03 23:00,2011,1,3,23,233,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-04 00:00,2011,1,4,0,275,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-04 01:00,2011,1,4,1,153,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-04 02:00,2011,1,4,2,121,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-04 03:00,2011,1,4,3,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-04 04:00,2011,1,4,4,64,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-04 05:00,2011,1,4,5,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-04 06:00,2011,1,4,6,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-04 07:00,2011,1,4,7,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-04 08:00,2011,1,4,8,74,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-04 09:00,2011,1,4,9,89,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-04 10:00,2011,1,4,10,96,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-04 11:00,2011,1,4,11,96,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-04 12:00,2011,1,4,12,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-04 13:00,2011,1,4,13,84,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-04 14:00,2011,1,4,14,90,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-04 15:00,2011,1,4,15,61,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-04 16:00,2011,1,4,16,65,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-04 17:00,2011,1,4,17,73,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-04 18:00,2011,1,4,18,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-04 19:00,2011,1,4,19,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-04 20:00,2011,1,4,20,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-04 21:00,2011,1,4,21,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-04 22:00,2011,1,4,22,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-04 23:00,2011,1,4,23,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-05 00:00,2011,1,5,0,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-05 01:00,2011,1,5,1,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-05 02:00,2011,1,5,2,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-05 03:00,2011,1,5,3,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-05 04:00,2011,1,5,4,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-05 05:00,2011,1,5,5,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-05 06:00,2011,1,5,6,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-05 07:00,2011,1,5,7,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-05 08:00,2011,1,5,8,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-05 09:00,2011,1,5,9,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-05 10:00,2011,1,5,10,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-05 11:00,2011,1,5,11,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-05 12:00,2011,1,5,12,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-05 13:00,2011,1,5,13,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-05 14:00,2011,1,5,14,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-05 15:00,2011,1,5,15,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-05 16:00,2011,1,5,16,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-05 17:00,2011,1,5,17,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-05 18:00,2011,1,5,18,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-05 19:00,2011,1,5,19,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-05 20:00,2011,1,5,20,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-05 21:00,2011,1,5,21,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-05 22:00,2011,1,5,22,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-05 23:00,2011,1,5,23,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-06 00:00,2011,1,6,0,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-06 01:00,2011,1,6,1,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-06 02:00,2011,1,6,2,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-06 03:00,2011,1,6,3,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-06 04:00,2011,1,6,4,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-06 05:00,2011,1,6,5,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-06 06:00,2011,1,6,6,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-06 07:00,2011,1,6,7,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-06 08:00,2011,1,6,8,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-06 09:00,2011,1,6,9,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-06 10:00,2011,1,6,10,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-06 11:00,2011,1,6,11,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-06 12:00,2011,1,6,12,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-06 13:00,2011,1,6,13,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-06 14:00,2011,1,6,14,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-06 15:00,2011,1,6,15,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-06 16:00,2011,1,6,16,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-06 17:00,2011,1,6,17,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-06 18:00,2011,1,6,18,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-06 19:00,2011,1,6,19,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-06 20:00,2011,1,6,20,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-06 21:00,2011,1,6,21,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-06 22:00,2011,1,6,22,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-06 23:00,2011,1,6,23,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-07 00:00,2011,1,7,0,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-07 01:00,2011,1,7,1,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-07 02:00,2011,1,7,2,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-07 03:00,2011,1,7,3,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-07 04:00,2011,1,7,4,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-07 05:00,2011,1,7,5,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-07 06:00,2011,1,7,6,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-07 07:00,2011,1,7,7,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-07 08:00,2011,1,7,8,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-07 09:00,2011,1,7,9,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-07 10:00,2011,1,7,10,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-07 11:00,2011,1,7,11,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-07 12:00,2011,1,7,12,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-07 13:00,2011,1,7,13,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-07 14:00,2011,1,7,14,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-07 15:00,2011,1,7,15,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-07 16:00,2011,1,7,16,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-07 17:00,2011,1,7,17,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-07 18:00,2011,1,7,18,79,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-07 19:00,2011,1,7,19,79,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-07 20:00,2011,1,7,20,92,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-07 21:00,2011,1,7,21,86,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-07 22:00,2011,1,7,22,109,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-07 23:00,2011,1,7,23,120,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-08 00:00,2011,1,8,0,126,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-08 01:00,2011,1,8,1,156,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-08 02:00,2011,1,8,2,156,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-08 03:00,2011,1,8,3,173,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-08 04:00,2011,1,8,4,181,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-08 05:00,2011,1,8,5,118,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-08 06:00,2011,1,8,6,79,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-08 07:00,2011,1,8,7,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-08 08:00,2011,1,8,8,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-08 09:00,2011,1,8,9,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-08 10:00,2011,1,8,10,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-08 11:00,2011,1,8,11,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-08 12:00,2011,1,8,12,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-08 13:00,2011,1,8,13,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-08 14:00,2011,1,8,14,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-08 15:00,2011,1,8,15,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-08 16:00,2011,1,8,16,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-08 17:00,2011,1,8,17,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-08 18:00,2011,1,8,18,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-08 19:00,2011,1,8,19,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-08 20:00,2011,1,8,20,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-08 21:00,2011,1,8,21,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-08 22:00,2011,1,8,22,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-08 23:00,2011,1,8,23,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-09 00:00,2011,1,9,0,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-09 01:00,2011,1,9,1,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-09 02:00,2011,1,9,2,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-09 03:00,2011,1,9,3,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-09 04:00,2011,1,9,4,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-09 05:00,2011,1,9,5,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-09 06:00,2011,1,9,6,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-09 07:00,2011,1,9,7,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-09 08:00,2011,1,9,8,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-09 09:00,2011,1,9,9,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-09 10:00,2011,1,9,10,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-09 11:00,2011,1,9,11,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-09 12:00,2011,1,9,12,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-09 13:00,2011,1,9,13,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-09 14:00,2011,1,9,14,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-09 15:00,2011,1,9,15,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-09 16:00,2011,1,9,16,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-09 17:00,2011,1,9,17,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-09 18:00,2011,1,9,18,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-09 19:00,2011,1,9,19,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-09 20:00,2011,1,9,20,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-09 21:00,2011,1,9,21,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-09 22:00,2011,1,9,22,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-09 23:00,2011,1,9,23,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-10 00:00,2011,1,10,0,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-10 01:00,2011,1,10,1,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-10 02:00,2011,1,10,2,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-10 03:00,2011,1,10,3,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-10 04:00,2011,1,10,4,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-10 05:00,2011,1,10,5,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-10 06:00,2011,1,10,6,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-10 07:00,2011,1,10,7,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-10 08:00,2011,1,10,8,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-10 09:00,2011,1,10,9,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-10 10:00,2011,1,10,10,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-10 11:00,2011,1,10,11,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-10 12:00,2011,1,10,12,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-10 13:00,2011,1,10,13,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-10 14:00,2011,1,10,14,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2011-01-10 15:00,2011,1,10,15,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-10 16:00,2011,1,10,16,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-10 17:00,2011,1,10,17,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-10 18:00,2011,1,10,18,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-10 19:00,2011,1,10,19,88,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-10 20:00,2011,1,10,20,106,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-10 21:00,2011,1,10,21,115,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-10 22:00,2011,1,10,22,100,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-10 23:00,2011,1,10,23,105,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-11 00:00,2011,1,11,0,76,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-11 01:00,2011,1,11,1,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-11 02:00,2011,1,11,2,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-11 03:00,2011,1,11,3,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-11 04:00,2011,1,11,4,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-11 05:00,2011,1,11,5,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-11 06:00,2011,1,11,6,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-11 07:00,2011,1,11,7,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-11 08:00,2011,1,11,8,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-11 09:00,2011,1,11,9,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-11 10:00,2011,1,11,10,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-11 11:00,2011,1,11,11,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-11 12:00,2011,1,11,12,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-11 13:00,2011,1,11,13,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-11 14:00,2011,1,11,14,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-11 15:00,2011,1,11,15,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-11 16:00,2011,1,11,16,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-11 17:00,2011,1,11,17,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-11 18:00,2011,1,11,18,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-11 19:00,2011,1,11,19,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-11 20:00,2011,1,11,20,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-11 21:00,2011,1,11,21,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-11 22:00,2011,1,11,22,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-11 23:00,2011,1,11,23,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-12 00:00,2011,1,12,0,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-12 01:00,2011,1,12,1,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-12 02:00,2011,1,12,2,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-12 03:00,2011,1,12,3,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-12 04:00,2011,1,12,4,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-12 05:00,2011,1,12,5,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-12 06:00,2011,1,12,6,62,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-12 07:00,2011,1,12,7,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-12 08:00,2011,1,12,8,74,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-12 09:00,2011,1,12,9,61,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-12 10:00,2011,1,12,10,86,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-12 11:00,2011,1,12,11,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-12 12:00,2011,1,12,12,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,2011-01-12 13:00,2011,1,12,13,79,µg/m³,1 Hr,Valid
