A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/1.html.   
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/1.html applies to these and all data available from the Mission China air quality monitoring program.

Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,2012-01-04 01:00,2012,1,4,1,10,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-04 02:00,2012,1,4,2,11,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-04 03:00,2012,1,4,3,18,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-04 04:00,2012,1,4,4,13,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-04 05:00,2012,1,4,5,13,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-04 06:00,2012,1,4,6,15,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-04 07:00,2012,1,4,7,20,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-04 08:00,2012,1,4,8,19,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-04 09:00,2012,1,4,9,16,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-04 10:00,2012,1,4,10,17,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-04 11:00,2012,1,4,11,12,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-04 12:00,2012,1,4,12,25,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-04 13:00,2012,1,4,13,16,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-04 14:00,2012,1,4,14,15,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-04 15:00,2012,1,4,15,21,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-04 16:00,2012,1,4,16,37,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-04 17:00,2012,1,4,17,42,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-04 18:00,2012,1,4,18,55,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-04 19:00,2012,1,4,19,74,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-04 20:00,2012,1,4,20,87,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-04 21:00,2012,1,4,21,86,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-04 22:00,2012,1,4,22,87,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-04 23:00,2012,1,4,23,90,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-05 00:00,2012,1,5,0,89,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-05 01:00,2012,1,5,1,91,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-05 02:00,2012,1,5,2,99,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-05 03:00,2012,1,5,3,150,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-05 04:00,2012,1,5,4,143,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-05 05:00,2012,1,5,5,130,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-05 06:00,2012,1,5,6,102,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-05 07:00,2012,1,5,7,96,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-05 08:00,2012,1,5,8,72,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-05 09:00,2012,1,5,9,60,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-05 10:00,2012,1,5,10,70,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-05 11:00,2012,1,5,11,76,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-05 12:00,2012,1,5,12,69,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-05 13:00,2012,1,5,13,53,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-05 14:00,2012,1,5,14,53,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-05 15:00,2012,1,5,15,65,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-05 16:00,2012,1,5,16,86,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-05 17:00,2012,1,5,17,115,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-05 18:00,2012,1,5,18,179,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-05 19:00,2012,1,5,19,235,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-05 20:00,2012,1,5,20,241,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-05 21:00,2012,1,5,21,189,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-05 22:00,2012,1,5,22,161,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-05 23:00,2012,1,5,23,189,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-06 00:00,2012,1,6,0,161,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-06 01:00,2012,1,6,1,161,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-06 02:00,2012,1,6,2,159,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-06 03:00,2012,1,6,3,197,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-06 04:00,2012,1,6,4,183,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-06 05:00,2012,1,6,5,172,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-06 06:00,2012,1,6,6,170,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-06 07:00,2012,1,6,7,179,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-06 08:00,2012,1,6,8,194,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-06 09:00,2012,1,6,9,183,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-06 10:00,2012,1,6,10,150,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-06 11:00,2012,1,6,11,87,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-06 12:00,2012,1,6,12,93,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-06 13:00,2012,1,6,13,91,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-06 14:00,2012,1,6,14,67,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-06 15:00,2012,1,6,15,54,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-06 16:00,2012,1,6,16,62,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-06 17:00,2012,1,6,17,56,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-06 18:00,2012,1,6,18,58,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-06 19:00,2012,1,6,19,54,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-06 20:00,2012,1,6,20,51,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-06 21:00,2012,1,6,21,52,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-06 22:00,2012,1,6,22,45,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-06 23:00,2012,1,6,23,45,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-07 00:00,2012,1,7,0,49,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-07 01:00,2012,1,7,1,47,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-07 02:00,2012,1,7,2,40,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-07 03:00,2012,1,7,3,46,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-07 04:00,2012,1,7,4,51,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-07 05:00,2012,1,7,5,49,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-07 06:00,2012,1,7,6,60,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-07 07:00,2012,1,7,7,69,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-07 08:00,2012,1,7,8,66,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-07 09:00,2012,1,7,9,68,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-07 10:00,2012,1,7,10,83,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-07 11:00,2012,1,7,11,132,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-07 12:00,2012,1,7,12,175,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-07 13:00,2012,1,7,13,170,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-07 14:00,2012,1,7,14,172,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-07 15:00,2012,1,7,15,169,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-07 16:00,2012,1,7,16,176,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-07 17:00,2012,1,7,17,175,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-07 18:00,2012,1,7,18,172,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-07 19:00,2012,1,7,19,166,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-07 20:00,2012,1,7,20,171,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-07 21:00,2012,1,7,21,164,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-07 22:00,2012,1,7,22,191,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-07 23:00,2012,1,7,23,171,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-08 00:00,2012,1,8,0,184,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-08 01:00,2012,1,8,1,191,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-08 02:00,2012,1,8,2,169,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-08 03:00,2012,1,8,3,156,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-08 04:00,2012,1,8,4,151,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-08 05:00,2012,1,8,5,120,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-08 06:00,2012,1,8,6,116,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-08 07:00,2012,1,8,7,109,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-08 08:00,2012,1,8,8,111,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-08 09:00,2012,1,8,9,124,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-08 10:00,2012,1,8,10,125,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-08 11:00,2012,1,8,11,151,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-08 12:00,2012,1,8,12,149,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-08 13:00,2012,1,8,13,153,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-08 14:00,2012,1,8,14,152,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-08 15:00,2012,1,8,15,144,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-08 16:00,2012,1,8,16,197,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-08 17:00,2012,1,8,17,181,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-08 18:00,2012,1,8,18,197,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-08 19:00,2012,1,8,19,201,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-08 20:00,2012,1,8,20,211,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-08 21:00,2012,1,8,21,235,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-08 22:00,2012,1,8,22,275,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-08 23:00,2012,1,8,23,289,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-09 00:00,2012,1,9,0,284,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-09 01:00,2012,1,9,1,205,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-09 02:00,2012,1,9,2,146,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-09 03:00,2012,1,9,3,127,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-09 04:00,2012,1,9,4,79,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-09 05:00,2012,1,9,5,63,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-09 06:00,2012,1,9,6,79,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-09 07:00,2012,1,9,7,126,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-09 08:00,2012,1,9,8,100,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-09 09:00,2012,1,9,9,96,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-09 10:00,2012,1,9,10,74,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-09 11:00,2012,1,9,11,77,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-09 12:00,2012,1,9,12,85,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-09 13:00,2012,1,9,13,204,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-09 14:00,2012,1,9,14,184,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-09 15:00,2012,1,9,15,177,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-09 16:00,2012,1,9,16,175,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-09 17:00,2012,1,9,17,149,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-09 18:00,2012,1,9,18,180,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-09 19:00,2012,1,9,19,267,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-09 20:00,2012,1,9,20,314,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-09 21:00,2012,1,9,21,350,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-09 22:00,2012,1,9,22,335,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-09 23:00,2012,1,9,23,366,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-10 00:00,2012,1,10,0,358,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-10 01:00,2012,1,10,1,388,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-10 02:00,2012,1,10,2,433,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-10 03:00,2012,1,10,3,524,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-10 04:00,2012,1,10,4,534,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-10 05:00,2012,1,10,5,501,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-10 06:00,2012,1,10,6,513,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-10 07:00,2012,1,10,7,491,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-10 08:00,2012,1,10,8,502,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-10 09:00,2012,1,10,9,484,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-10 10:00,2012,1,10,10,494,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-10 11:00,2012,1,10,11,155,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-10 12:00,2012,1,10,12,21,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-10 13:00,2012,1,10,13,21,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-10 14:00,2012,1,10,14,19,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-10 15:00,2012,1,10,15,17,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-10 16:00,2012,1,10,16,13,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-10 17:00,2012,1,10,17,15,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-10 18:00,2012,1,10,18,11,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-10 19:00,2012,1,10,19,12,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-10 20:00,2012,1,10,20,12,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-10 21:00,2012,1,10,21,10,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-10 22:00,2012,1,10,22,18,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-10 23:00,2012,1,10,23,17,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-11 00:00,2012,1,11,0,14,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-11 01:00,2012,1,11,1,17,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-11 02:00,2012,1,11,2,13,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-11 03:00,2012,1,11,3,14,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-11 04:00,2012,1,11,4,24,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-11 05:00,2012,1,11,5,25,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-11 06:00,2012,1,11,6,32,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-11 07:00,2012,1,11,7,29,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-11 08:00,2012,1,11,8,53,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-11 09:00,2012,1,11,9,31,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-11 10:00,2012,1,11,10,33,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-11 11:00,2012,1,11,11,47,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-11 12:00,2012,1,11,12,57,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-11 13:00,2012,1,11,13,47,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-11 14:00,2012,1,11,14,46,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-11 15:00,2012,1,11,15,65,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-11 16:00,2012,1,11,16,71,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-11 17:00,2012,1,11,17,68,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-11 18:00,2012,1,11,18,71,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-11 19:00,2012,1,11,19,93,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-11 20:00,2012,1,11,20,120,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-11 21:00,2012,1,11,21,112,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-11 22:00,2012,1,11,22,123,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-11 23:00,2012,1,11,23,138,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-12 00:00,2012,1,12,0,147,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-12 01:00,2012,1,12,1,156,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-12 02:00,2012,1,12,2,169,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-12 03:00,2012,1,12,3,156,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-12 04:00,2012,1,12,4,148,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-12 05:00,2012,1,12,5,137,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-12 06:00,2012,1,12,6,146,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-12 07:00,2012,1,12,7,130,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-12 08:00,2012,1,12,8,123,µg/mg³,1 Hr,Valid
Beijing,PM2.5,2012-01-12 09:00,2012,1,12,9,126,µg/mg³,1 Hr,Valid
